,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGHT,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE
582,SENIOR HYDROGRAPHER 7264 030714.txt,SENIOR HYDROGRAPHER,7264,0,,"  A Senior Hydrographer assigns, reviews and evaluates the work of a group of hydrographers engaged in the gathering, recording, and compiling of hydrographic and meteorological data pertinent to municipal water supply and rights; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,,| hydrographer., ,   ,,P, ,OPEN_INT_PROM,-1,89961,2014-03-07
583,LABORATORY TECHNICIAN 7854 030416.txt,LABORATORY TECHNICIAN,7854,2,,"  A Laboratory Technician performs standard and non-standard tests including preparing chemical solutions (reagents) of a routine to difficult nature concerning the chemical, radiological, biological, or microbiological laboratory analysis of water, wastewater, sludge, physical evidence in criminal cases, and materials and supplies used by City departments; makes simple calculations and prepares and maintains records and technical reports on analytical results; makes minor repairs to intricate testing equipment; tracks samples and enters analytical results in the laboratory information management system; performs chain of custody duties for sample receiving; complies with the Quality Assurance plan of the lab; performs sample collection and delivery; prepares and modifies basic standard operating procedure of laboratory test methods; and may supervise employees engaged in the above work.",0,"university, college"," the areas of chemistry, biochemistry, biology, microbiology, botany, zoology, oceanography, or marine biology, and at least two of the aforementioned courses must have had a laboratory module either as part of or separate from the general lecture",0,,,,1,#Q 4 #S 3,,P, ,OPEN_INT_PROM,51145,58432,2016-03-04
584,LANDSCAPE ARCHITECT 7929 090718.txt,LANDSCAPE ARCHITECT,7929,0,,"  A Landscape Architect oversees and prepares professional landscape architectural plans, specifications, and cost estimates for the development and rehabilitation of City facilities; manages assigned projects and contracts; supervises employees engaged in this work; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,,|a position at the level of Landscape Architectural Associate II., ,   ,,R, ,OPEN_INT_PROM,110351,-1,2018-09-07
585,FIRE SPRINKLER INSPECTOR 4240 062317 REVISED 070617 (2).txt,FIRE SPRINKLER INSPECTOR,4240,2,,"  A Fire Sprinkler Inspector inspects fire sprinkler and standpipe installations for conformance to the provisions of pertinent laws, construction specifications, and adopted National Fire Protection Association Standards; and assists in training other inspection employees as required.",0,apprenticeship,| journey-level fire sprinkler fitter installing fire sprinklers and standpipe systems in commercial facilities using the National Fire Protection Association standards; or| fire sprinkler inspector having jurisdictional authority by a City| County or State agency on commercial facility fire sprinkler and standpipe installations using the National Fire Protection Association standards.,4,full-time,,| journey-level fire sprinkler fitter installing fire sprinklers and standpipe systems in commercial facilities using the National Fire Protection Association standards; or| fire sprinkler inspector having jurisdictional authority by a City| County or State agency on commercial facility fire sprinkler and standpipe installations using the National Fire Protection Association standards., ,   ,,R, ,OPEN_INT_PROM,88688,-1,2017-06-23
586,CHIEF ENVIRONMENTAL COMPLIANCE INSPECTOR 4289 033018.txt,CHIEF ENVIRONMENTAL COMPLIANCE INSPECTOR,4289,0,,"  A Chief Environmental Compliance Inspector plans, organizes, directs or assists in directing the City-wide inspection and investigation of the disposal of pollutants into the sanitary sewers or storm drain systems as part of the wastewater, pretreatment and stormwater programs; inspects waste hauler facilities, multifamily and commercial premises for compliance with City ordinances; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,1,full-time,Senior Environmental Compliance Inspector City Los Angeles,, ,   ,,P, ,OPEN_INT_PROM,111196,-1,2018-03-30
587,STRUCTURAL STEEL FABRICATOR SUPERVISOR 3794 060217.txt,STRUCTURAL STEEL FABRICATOR SUPERVISOR,3794,0,,"  A Structural Steel Fabricator Supervisor assigns, reviews and evaluates the work of a group of employees engaged in rigging and the fabrication, repair, alteration, and assembly of structural steel members and shapes; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,4,full-time,,| journey-level structural steel fabricator., ,   ,,P, ,OPEN_INT_PROM,-1,34379,2017-06-02
588,FIRE ASSISTANT CHIEF 2166 011218.txt,FIRE ASSISTANT CHIEF,2166,4,,,0,"university, college", ,5,full-time,,| Fire Battalion Chief in the Los Angeles Fire Department by September 3| 2018.  Under the policy of rounding experience to the nearest full month| continuous service beginning on or before September 17| 2016 meets the requirement.  Candidates cannot be appointed until the full experience requirement has been met., ,   ,,NoR, ,DEPT_PROM,190644,-1,2018-01-12
589,PRINTING PRESS OPERATOR 1494 092515.txt,PRINTING PRESS OPERATOR ,1494,2,,"  A Printing Press Operator sets up, operates, maintains and makes minor repairs to large, single and multi-color presses; direct to plate, automatic platen press and vertical cylinder presses; and may supervise appropriate staff. ",4,apprenticeship,| Print Shop Trainee or in a class at least at that level| performing printing press work. ,4,full-time,,| Print Shop Trainee or in a class at least at that level| performing printing press work. , ,   ,,NoR, ,OPEN_INT_PROM,71013,-1,2015-09-25
590,EMERGENCY MEDICAL SERVICES EDUCATOR  2322 110615 REV 112515.txt,EMERGENCY MEDICAL SERVICES (EMS) EDUCATOR,2322,3,ABCD,    Conducts formal classroom training for Fire Department personnel in pre-hospital care emergency services subjects; and does related work.,0,, ,2,full-time,,|education instruction in the field of pre-hospital or emergency services., ,   ,,R, ,OPEN,91224,-1,2015-11-06
591,SENIOR MANAGEMENT ANALYST 9171 040618.txt,SENIOR MANAGEMENT ANALYST,9171,0,,"  A Senior Management Analyst directs professional and clerical personnel in performing a wide range of administrative, financial, grants, legislative, and/or personnel work; personally performs the more difficult work; may act as staff advisor to management; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,"university, college", ,2,full-time,,| Management Analyst or in a class at that level which provides professional experience in administrative| financial| grants| legislative| or personnel work., ,   ,,P, ,OPEN_INT_PROM,99754,-1,2018-04-06
592,ELECTRIC SERVICE REPRESENTATIVE 020317.txt,ELECTRIC SERVICE REPRESENTATIVE,7520,0,,"  An Electric Service Representative provides information, guidance, and coordination to customers and contractors regarding electric power distribution and service, design and construction activities related to electric service installations, interpretation of rules, and inspection of new and modified electric services; investigates customers' complaints, services, and equipment; initiates corrective action for existing electric services; and uses personal/mainframe computer-based work management systems to input information and generate reports, including standard office software packages to prepare customer correspondence.",0,"university, college", ,4,full-time,,|the construction| maintenance| inspection or design of overhead or underground electrical distribution systems.,1,#Q 23 #S 15,,P, ,OPEN_INT_PROM,79396,-1,2017-02-03
593,OFFICE ENGINEERING TECHNICIAN 7212 110218.txt,OFFICE ENGINEERING TECHNICIAN,7212,0,,"  An Office Engineering Technician performs office engineering work of sub-professional character in making computations, sketching, drafting, developing CAD drawings, reviewing construction plans prior to acceptance for completeness and/or compliance with Disabled Access, and assisting in researching, sometimes using various computer programs, to compile data required for the preparation of engineering and zoning reports, estimates, designs, contracts, specifications, plans and building permits; may review, organize, and interpret maps or mapping software or statistical data including logsheets, digital photographs and video records; may monitor data and prepare charts accordingly; may provide the public, business partners, contractors, or other governmental entities with information regarding real property descriptions and land title vesting, zoning or other information; may staff public counters; may use various computer programs to help track engineering projects, and may provide or assist in providing computer software and technical support.",1,"university, high school, college", ,0,,,, ,   ,,P, ,OPEN,55540,64916,2018-11-02
594,CONSTRUCTION AND MAINTENANCE SUPERINTENDENT 3129 082616 REV 090816.txt,CONSTRUCTION AND MAINTENANCE SUPERINTENDENT,3129,0,,"  A Construction and Maintenance Superintendent plans, organizes, directs, and reviews through subordinate supervisors the work of a large group of employees engaged in construction and maintenance activities; is responsible for large construction projects and maintenance programs, and the development, review, implementation, and management of training and safety programs; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,3,full-time,Construction Maintenance Supervisor,, ,   ,,P, ,OPEN_INT_PROM,160024,-1,2016-08-26
595,CHIEF BENEFITS ANALYST 9151 092316 REV 100616.txt,CHIEF BENEFITS ANALYST,9151,2,,"  A Chief Benefits Analyst provides strategic direction and coordination of the work of a staff of professional, technical, paraprofessional, and clerical employees providing operations administration or benefits-related services for a pensions or retirement office; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",0,"university, college", ,2,full-time,Senior Management Analyst,|the development and administration of retirement or health benefits-related services| or the operations of a pension or retirement plan. , ,   ,,P, ,OPEN_INT_PROM,146149,-1,2016-09-23
596,SENIOR ENVIRONMENTAL ENGINEER 7874 121815.txt,SENIOR ENVIRONMENTAL ENGINEER,7874,3,,"  A Senior Environmental Engineer performs professional environmental engineering work in conducting research and planning studies; supervises the design of water reclamation facilities; assists in planning, directing and organizing the activities of wastewater collection, industrial wastewater, stormwater, regulatory affairs, water reclamation plants, and solid resources divisions, including analysis of environmental impact; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities; and does related work.",0,, ,2,full-time,,|a class at the level of Environmental Engineer; or, ,   ,,P, ,OPEN_INT_PROM,122325,-1,2015-12-18
597,PERSONNEL RESEARCH ANALYST 1739 113018.txt,PERSONNEL RESEARCH ANALYST,1739,3,,  A Personnel Research Analyst performs specific technical research in a broad range of personnel selection activities; carries out content and criterion validation studies; conducts detailed job analyses; develops and administers selection tests; performs complete statistical and data analyses; writes a variety of statistical and narrative reports; and applies professional selection testing practices and the principles of equal employment opportunity to personnel selection and research.,0,"university, college", ,1,full-time,,|personnel research relating to employee selection or test validation; or |personnel research relating to employee selection or test validation.,1,#Q 4 #S 3,,P, ,OPEN,89961,-1,2018-11-30
598,PRINCIPAL PUBLIC RELATIONS REPRESENTATIVE 1786 031717.txt,PRINCIPAL PUBLIC RELATIONS REPRESENTATIVE,1786,2,,"  A Principal Public Relations Representative supervises a full, or key portion of a public relations program involving the preparation and dissemination of media, promotional, educational, or advertising information on municipal functions or activities; personally performs highly responsible public relations work and may act as spokesperson for a City department; and applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",4,"university, college","cluding 24 semester or 36 quarter units in public relations, journalism, or mass communication and three years of full-time paid professional experience performing public relations work and preparing and disseminating information using the press, radio, television, films, personal appearances, or other methods of mass communication",4,full-time,,,1,#Q 18 #S 12,,P, ,OPEN_INT_PROM,81056,43027,2017-03-17
599,GOLF STARTER SUPERVISOR 2479 120817.txt,GOLF STARTER SUPERVISOR,2479,0,,"  A Golf Starter Supervisor assigns, reviews, and evaluates the work of employees engaged in registering and scheduling players at a City-owned golf course; processes refunds and accounts for cash from fees, rentals and sales; explains and enforces rules and regulations and patrols courses to expedite play.  The Golf Starter Supervisor also audits point-of-sale systems; ensures proper use and training of the computer reservation system; supervises operation of the cart barn; provides customer service and safety training to staff; coordinates activities with various concessionaires, tournament groups, and City golf clubs; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",0,, ,1,full-time,Golf Starter,, ,   ,,R, ,OPEN_INT_PROM,56188,-1,2017-12-08
600,LOCKSMITH 3393 113018.txt,LOCKSMITH ,3393,2,,"  A Locksmith installs, repairs, rebuilds, re-keys, cleans and maintains locks, locking devices and door related hardware; establishes and maintains master key systems, which include Schlage, Corbin-Russwin IC, Yale, Falcon, Sargent, Best and high security ""Primus"" and ""Primus Everest""; and services a variety of specialized security systems including computerized access control and electronic locking devices.",0,apprenticeship,|the repair of locks and door closers and in the establishment and/or maintenance of the following key systems: Schlage| Schlage high security (i.e. Primus and Primus Everest)| Corbin-Russwin| Corbin-Russwin IC| Yale| Falcon| Sargent and Best. ,5,full-time,,|the repair of locks and door closers and in the establishment and/or maintenance of the following key systems: Schlage| Schlage high security (i.e. Primus and Primus Everest)| Corbin-Russwin| Corbin-Russwin IC| Yale| Falcon| Sargent and Best. , ,   ,,P, ,OPEN,84075,96872,2018-11-30
601,SENIOR PLUMBING INSPECTOR 4233 051818.txt,SENIOR PLUMBING INSPECTOR,4233,2,,"  A Senior Plumbing Inspector supervises and trains employees engaged in the inspection of plumbing installations for conformance to the City Plumbing Code, State Code Requirements and State Handicapped Regulations relating to plumbing; personally inspects the more complex plumbing installations; may perform responsible staff functions; may supervise the inspection of the construction of plumbing installations in public buildings to assure conformance with contract plans and specifications; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.",4,"university, college", ,2,full-time,Plumbing Inspector,, ,   ,,R, ,OPEN_INT_PROM,99858,-1,2018-05-18
602,HEAVY DUTY TRUCK OPERATOR 3584 122316.txt,HEAVY DUTY TRUCK OPERATOR,3584,2,,"  A Heavy Duty Truck Operator drives a heavy duty truck or truck-trailer combination, a special purpose truck, or other heavy duty truck safely, lawfully, and skillfully; operates mechanical attachments on the truck; and may act as a lead worker or helper in a crew when not driving.",0,, ,2,full-time,,, ,   ,,R,A,OPEN_INT_PROM,-1,-1,2016-12-23
603,SURVEY SUPERVISOR 7287 110918.txt,SURVEY SUPERVISOR,7287,0,,"  A Survey Supervisor plans, organizes and directs the work of several survey parties and office assistants engaged in preliminary, property, construction, topographic, geodetic, and hydrographic surveys; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,3,full-time,,|engineering survey work., ,   ,,R, ,OPEN_INT_PROM,112606,39865,2018-11-09
604,TAX COMPLIANCE AIDE 1173 061215 (1).txt,TAX COMPLIANCE AIDE,1173,0,,"  A Tax Compliance Aide performs paraprofessional duties in assisting professional tax compliance staff in the analysis, interpretation and enforcement of various tax, permit and fee liabilities, including the City's business,  utility, parking, and transient occupancy taxes and City permit ordinances through independent office and field investigations; may apply complex formulas and legal precedents; and applies processes necessary to collect taxes and fees due to the City; may assist in the preparation of various reports, including recommendations for criminal prosecution; and does related work. ",0,, ,2,full-time,Senior Clerk Typist,, ,   ,,R, ,OPEN_INT_PROM,56574,-1,2015-06-12
605,BACKGROUND INVESTIGATOR 1764 102618.txt,BACKGROUND INVESTIGATOR,1764,2,,"  A Background Investigator is a civilian employee who conducts and compiles personal and professional background investigations for public safety candidates by interviewing employers, co-workers, neighbors, law enforcement officials, military personnel, members of the candidate's family, and personal references; prepares reports on findings; makes recommendations as to background findings; and performs other related duties.  Background Investigators in the higher pay grades may supervise or act as a lead worker to staff involved in the above duties.",0,, ,5,full-time,,| police officer;  or, ,   ,,NoR, ,OPEN,76942,-1,2018-10-26
606,ZOO CURATOR OF EDUCATION 4300 091418.txt,ZOO CURATOR OF EDUCATION,4300,2,,"  A Zoo Curator of Education plans, develops, implements and/or evaluates a comprehensive zoo education program and public information program at the Los Angeles Zoo; or assigns, reviews, and evaluates the work of employees engaged in these activities; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills Equal Employment Opportunity responsibilities.",4,"university, college", ,4,full-time,,|a school classroom providing instruction in the life sciences., ,   ,,P, ,OPEN_INT_PROM,70928,-1,2018-09-14
607,SENIOR EXAMINER OF QUESTIONED DOCUMENTS 3231 072216 REVISED 072716.txt,WATER UTILITY SUPERINTENDENT,3980,0,,"  A Water Utility Superintendent plans, organizes and directs craft employees engaged in construction, maintenance, and operation activities within the Water Services Organization; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,3,full-time,Water Utility Supervisor Water Service Supervisor Water Utility Operator Supervisor Water Treatment Supervisor Waterworks Mechanic Supervisor,, ,   ,,R, ,OPEN_INT_PROM,133914,-1,2016-07-29
608,COMMUNICATIONS ELECTRICIAN SUPERVISOR 3689 012717.txt,COMMUNICATIONS ELECTRICIAN SUPERVISOR,3689,2,,"  A Communications Electrician Supervisor assigns, reviews and evaluates the work of one or more groups of employees engaged in the construction, installation, operation, repair, maintenance, and modification of radio, microwave transmission, Local Area Network/Wide Area Network data distribution systems, telephone networks, audio, TDD equipment, avionic electronics, intrusion alarm systems, mobile digital terminals, dispatch networks, copper and fiber-optic cable systems, video distribution systems, supervisory control and data acquisition (SCADA) and transmission systems; applies sound supervisory principles and techniques in building and maintaining an effective work force, fulfills equal employment opportunity responsibilities, and does related work.",0,, ,2,full-time,Senior Communications Electrician,, ,   ,,P, ,OPEN_INT_PROM,99347,38565,2017-01-27
609,FIREBOAT MATE 5125 102315 rev110515.txt,FIREBOAT MATE,5125,2,,  Operates a small fireboat in Los Angeles Harbor; assists or relieves a Fireboat Pilot in the operation and navigation of a larger fireboat; supervises and/or performs the maintenance of a fireboat; and performs firefighting operations.,0,"university, college", ,4,full-time,Communications Electrician,,1,#Q 24 #S 15,,NoR, ,DEPT_PROM,-1,-1,2015-10-23
610,REAL ESTATE ASSOCIATE 1941 052716.txt,REAL ESTATE ASSOCIATE,1941,2,AB,"  A Real Estate Associate performs the routine appraisals, leasing and property management independently, or assists technical employees engaged in the more difficult appraisals, acquisitions, leasing, sales, management, and title investigations of real property.",0,"university, college", ,2,full-time,Real Estate Trainee City Los Angeles,|performing right-of-way work; appraising the market value of real property; managing commercial or industrial real property; or negotiating on behalf of a large organization or governmental agency for the acquisition| sale| or lease of real property rights may be substituted for up to two years of college education (i.e.| 30 semester/45 quarter units = 1 year of college education) lacking on a year-for-year basis| but may not be substituted for the required courses in real estate.,required, #S 30,,P, ,OPEN_INT_PROM,57492,69937,2016-05-27
611,WELDER 3796 102816.txt,WELDER,3796,2,,"  A Welder performs skilled heating, welding, plasma cutting, and brazing, using arc, flux core, MIG, and TIG welding on a variety of modern metals in a shop or in the field, using oxyacetylene and electric welding equipment; layout and fabrication work, using manual and power shears, hydraulic punch presses, notchers, benders, drill presses, disc sanders, bench and box breaks, rollers, and a variety of hand tools; reads blueprints, and maintains equipment, performing minor mechanical repairs. NOTE:		 A Welder may weld at various heights, including working on scaffolding, in excavations, boats, barges, container cranes, on fuel tanks, and in other hazardous locations.",0,"university, college, apprenticeship",|the following welding processes: shielded metal arc| tungsten inert gas| gas metal arc| and oxyacetylene cutting. |welding to one year of experience specified in Requirement #2.,4,full-time,,|the following welding processes: shielded metal arc| tungsten inert gas| gas metal arc| and oxyacetylene cutting. |welding to one year of experience specified in Requirement #2., ,   ,,R,C,OPEN_INT_PROM,82528,83352,2016-10-28
612,CHIEF INSPECTOR 4254 082517.txt,CHIEF INSPECTOR,4254,2,,"  A Chief Inspector plans, organizes, and directs the operation of a Division in the Department of Building and Safety or Housing, involved in construction inspection or code enforcement functions for new and existing commercial, industrial and residential buildings, their additions, appendages, accessory structures, and sites, including land use.  The purpose of these Divisions is to ensure that construction, alteration and maintenance of the above structures and sites conform to the full range of applicable codes, ordinances, laws, specifications, standards, approved building plans and grading and zoning ordinances.  These activities cover all types and stages of construction and maintenance for projects involving the inspection of building, electrical, plumbing, heating, ventilating, air conditioning, elevators, pressure vessels, and accessibility or grading.  A Chief Inspector uses sound managerial and supervisory principles and techniques to build and maintain an effective workforce; oversees the training of subordinate inspectors; carries out responsible high-level staff functions as assigned, and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,Principal Inspector,, ,   ,,R, ,OPEN_INT_PROM,128464,-1,2017-08-25
613,ENVIRONMENTAL ENGINEERING ASSOCIATE  7871 020113 REV 032916.txt,CAMPUS INTERVIEWS ONLY,7871,3,,"  An Environmental Engineering Associate performs professional engineering work in connection with water supply, water quality control, solid waste and wastewater collection, disposal and treatment, and ionizing radiation; conducts engineering, planning and research studies in connection with water and solid resources related activities; coordinates construction and operations of water and wastewater treatment and solid waste facilities; and does related work.",4,"university, college", ,0,,,, ,   ,,P, ,OPEN,78655,86735,2013-02-01
614,INSTRUMENT MECHANIC SUPERVISOR 3844 051917 final.txt,INSTRUMENT MECHANIC SUPERVISOR,3844,0,,"  An Instrument Mechanic Supervisor plans, acquires parts and materials, assigns, reviews and evaluates the work of Instrument Mechanics and helpers engaged in highly skilled field work in inspecting, adjusting, servicing, maintaining, overhauling, repairing and testing various automatic controls, programmable logic controllers, distributed control systems, single loop controllers, indicating and recording instruments and devices, analytical instrumentation, environmental measurement, recording and reporting equipment; applies sound supervisory principles and techniques in building, training and maintaining a safe and effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,4,full-time,Instrument Mechanic,, ,   ,,R, ,OPEN_INT_PROM,120184,121333,2017-05-19
615,HEAVY DUTY EQUIPMENT MECHANIC 3743 021717.txt,HEAVY DUTY EQUIPMENT MECHANIC,3743,3,,"  A Heavy Duty Equipment Mechanic does journey-level work in the maintenance and repair of construction, road maintenance, marine, or firefighting equipment; or builds and installs or modifies equipment for special purposes.",0,"college, apprenticeship",| journey-level equipment mechanic which includes the repair of a variety of heavy duty gasoline and diesel powered vehicles or off road construction equipment or watercraft; or|equipment maintenance and repair| of which two years must have been in the maintenance and repair of heavy duty gasoline and diesel powered vehicles or off road construction equipment or watercraft. Completion of an auto or truck mechanics program at a recognized institution may be substituted on a year-for-year basis for experience lacking in equipment maintenance and repair up to a maximum of two years. (30 semester or 45 quarter units from an accredited college or trade school is equal to one year.),2,full-time,,| journey-level equipment mechanic which includes the repair of a variety of heavy duty gasoline and diesel powered vehicles or off road construction equipment or watercraft; or|equipment maintenance and repair| of which two years must have been in the maintenance and repair of heavy duty gasoline and diesel powered vehicles or off road construction equipment or watercraft. Completion of an auto or truck mechanics program at a recognized institution may be substituted on a year-for-year basis for experience lacking in equipment maintenance and repair up to a maximum of two years. (30 semester or 45 quarter units from an accredited college or trade school is equal to one year.),1,#Q 45 #S 30,,R,B,OPEN_INT_PROM,87612,-1,2017-02-17
616,STREET LIGHTING ELECTRICIAN  3811 022318.txt,STREET LIGHTING ELECTRICIAN,3811,2,,  A Street Lighting Electrician acts as a lead for and works with a crew of workers engaged in the construction and repair of electrolier street lighting systems.,0,, ,2,full-time,,|n Assistant Street Lighting Electrician| Line Maintenance Assistant| or in a position which is at that level which provides experience in constructing electrolier street lighting systems and repair and maintenance of high and low voltage street lighting circuitry., ,   ,,NoR, ,OPEN_INT_PROM,90645,-1,2018-02-23
617,AIRPORTS PUBLIC AND COMMUNITY RELATIONS DIRECTOR 1788 120817.txt,AIRPORTS PUBLIC AND COMMUNITY RELATIONS DIRECTOR,1788,3,,"  An Airports Public and Community Relations Director plans, develops, administers and assists in the planning and administration of the public and community relations programs of the Los Angeles World Airports; advises management of the potential public relations effect of proposed actions; maintains and develops strong community outreach programs; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",4,"university, college", ,2,full-time,Principal Public Relations Representative,|supervising a public relations staff responsible for a comprehensive public information program; or|public relations managing a comprehensive public information program., ,   ,,P, ,OPEN_INT_PROM,105120,-1,2017-12-08
618,PILE DRIVER WORKER 3553 041417.txt,PILE DRIVER WORKER,3553,0,,"  A Pile Driver Worker does a variety of specialized manual tasks in connection with the maintenance, repair, and operation of pile driver equipment on water; wraps piling with plastic film; or supervises such work.",4,apprenticeship,,0,,,, ,   ,,R,B,OPEN,85190,-1,2017-04-14
619,CUSTOMER SERVICE SPECIALIST 1229 101218.txt,CUSTOMER SERVICE SPECIALIST,1229,3,,"  A Customer Service Specialist performs specialized business tax, licenses, and permits work, involving cashiering, various aspects of processing and reviewing customer requests for service, billing questions and resolutions, as well as service complaints, responding to the public's concerns and requests for information on City business tax and associated permits, Lifeline exemptions and reductions, ordinances, rules, regulations, and policies, including the use of a computer terminal for inputting requests, reviewing billing information, and following up on requests; and does related work.",0,, ,2,full-time,,|person| telephonically| via e-mail| or through on-line chat activities; or, ,   ,,NoR, ,OPEN_INT_PROM,61856,-1,2018-10-12
620,LEGISLATIVE REPRESENTATIVE 9482 122917.txt,LEGISLATIVE REPRESENTATIVE,9482,2,,"  A Legislative Representative represents the Harbor and Airports departments at meetings of the Los Angeles City Council or represents the Department at meetings of other governmental and civic committees, agencies, and boards; serves as a liaison between local neighborhood councils, Port citizen advisory committees, the Department, and the City Council; examines the effect of proposed legislation on Department or City interests and promotes legislation beneficial to the City or the Department.",0,"university, college"," law, government policy, public policy, public administration, political science, liberal studies, or closely related field may be substituted for one year of experience lacking in requirement #2.",2,full-time,,|legislative analysis or legislative advocacy.|requirement #2., ,   ,,R, ,OPEN_INT_PROM,113076,33879,2017-12-29
621,TITLE EXAMINER 1943 032318 REV 040518.txt,TITLE EXAMINER,1943,0,,  A Title Examiner searches and examines public and title company records to determine ownership and interests in real property and prepares abstracts and reports.,0,, ,2,full-time,,|searching| abstracting and examining titles| and writing title reports to real property| including the use of all facilities of a complete title plant| one year of which was in the examining of titles. , ,   ,,R, ,OPEN_INT_PROM,68810,84814,2018-03-23
622,STREET SERVICES INVESTIGATOR 4283 102315 REV 110315.txt,STREET SERVICES INVESTIGATOR,4283,3,AB,"  A Street Services Investigator conducts inspections, investigations, enforces laws and regulations pertaining to the use and safe condition of City streets, sidewalks and other public ways; may be required as a public officer to make arrests for violations of related provisions of the Los Angeles Municipal Code; keeps records which may be used as legal evidence; may appear in court as a witness; investigates accidents, third party personal injury, and property damage claims involving the Bureau of Street Services; and is subject to work various shifts and locations.",0,"university, college"," criminal justice, administration of justice, code enforcement, or street maintenance technology.",3,full-time,,|enforcing or explaining laws| ordinances| or City regulations; or| Reserve Street Services Investigator and, ,   ,,NoR, ,OPEN_INT_PROM,69906,-1,2015-10-23
623,SECURITY AIDE  3199 090415.txt,SECURITY AIDE,3199,2,,"  Inspects City facilities for security or safety hazards, unruly patrons, or other patrons, or other unusual conditions; and does related work.  ",0,, ,6,,,, ,   ,,P, ,OPEN,38868,-1,2015-09-04
624,WASTEWATER COLLECTION SUPERVISOR 4113 121616.txt,WASTEWATER TREATMENT OPERATOR,4123,2,,"  A Wastewater Treatment Operator operates wastewater treatment, sludge processing, and air pollution control equipment at a wastewater treatment plant. Wastewater Treatment Operators at the higher pay grade may serve as a lead worker. ",0,, ,1,full-time,,|the operation or mechanical maintenance of wastewater treatment plant equipment| or other plant processing equipment of similar size and complexity which includes liquid purifying processes; and, ,   ,,P, ,OPEN,94952,-1,2016-12-16
625,TRUCK OPERATOR 3583 012618.txt,TRUCK OPERATOR,3583,2,,"  	 A Truck Operator drives a truck with a Gross Vehicle Weight Rating of up to 51,999 lbs. and may be required to operate mechanical attachments on the truck; may be required to pull a trailer under 10,000 lbs. Gross Vehicle Weight with a combined length of less than 40 feet; and may work as a manual laborer or direct a manual labor crew during periods of the day when not driving.         ",0,, ,1,full-time,,, ,   ,,R,B,OPEN_INT_PROM,58588,59716,2018-01-26
626,ACCOUNTING RECORDS SUPERVISOR 1119 072718.txt,ACCOUNTING RECORDS SUPERVISOR,1119,0,,"  An Accounting Records Supervisor assigns, reviews and evaluates the work of a group of clerical employees engaged in the preparation, processing, and maintenance of a wide variety of accounting or financial records; or supervises accounting clerical personnel serving as cashiers or tellers; applies sound supervisory techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,,|n Accounting Clerk| or in a class at the level of Senior Administrative Clerk (formerly Senior Clerk) which provides experience in office clerical accounting or cashiering., ,   ,,NoR, ,OPEN_INT_PROM,68131,-1,2018-07-27
